 iteration      100/  200000 | consumed samples:         3200 | elapsed time per iteration (ms): 471.2 | learning rate: 4.495E-05 | global batch size:    32 | lm loss: 1.785777E-02 | loss scale: 4194304.0 | grad norm: 0.008 | number of skipped iterations:  11 | number of nan iterations:   0 |
 iteration   176900/  200000 | consumed samples:      5660800 | elapsed time per iteration (ms): 346.5 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.261668E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   177000/  200000 | consumed samples:      5664000 | elapsed time per iteration (ms): 351.3 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.306037E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   177100/  200000 | consumed samples:      5667200 | elapsed time per iteration (ms): 358.3 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.387780E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   177200/  200000 | consumed samples:      5670400 | elapsed time per iteration (ms): 375.1 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.302024E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   177300/  200000 | consumed samples:      5673600 | elapsed time per iteration (ms): 348.6 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.339591E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   177400/  200000 | consumed samples:      5676800 | elapsed time per iteration (ms): 391.4 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.403482E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   177500/  200000 | consumed samples:      5680000 | elapsed time per iteration (ms): 348.9 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.281738E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   177600/  200000 | consumed samples:      5683200 | elapsed time per iteration (ms): 369.4 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.533478E-06 | loss scale: 268435456.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   177700/  200000 | consumed samples:      5686400 | elapsed time per iteration (ms): 359.5 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.513001E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   177800/  200000 | consumed samples:      5689600 | elapsed time per iteration (ms): 378.6 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.089265E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   177900/  200000 | consumed samples:      5692800 | elapsed time per iteration (ms): 347.6 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.294792E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   178000/  200000 | consumed samples:      5696000 | elapsed time per iteration (ms): 388.4 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.381581E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   178100/  200000 | consumed samples:      5699200 | elapsed time per iteration (ms): 406.3 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.301057E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   178200/  200000 | consumed samples:      5702400 | elapsed time per iteration (ms): 376.2 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.273461E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   178300/  200000 | consumed samples:      5705600 | elapsed time per iteration (ms): 347.4 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.104580E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   178400/  200000 | consumed samples:      5708800 | elapsed time per iteration (ms): 361.4 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.375795E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   178500/  200000 | consumed samples:      5712000 | elapsed time per iteration (ms): 352.6 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.455075E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   178600/  200000 | consumed samples:      5715200 | elapsed time per iteration (ms): 409.1 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.540817E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   178700/  200000 | consumed samples:      5718400 | elapsed time per iteration (ms): 356.3 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.275436E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   178800/  200000 | consumed samples:      5721600 | elapsed time per iteration (ms): 353.8 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.452971E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   178900/  200000 | consumed samples:      5724800 | elapsed time per iteration (ms): 590.5 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.395279E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   179000/  200000 | consumed samples:      5728000 | elapsed time per iteration (ms): 325.1 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.221472E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   179100/  200000 | consumed samples:      5731200 | elapsed time per iteration (ms): 353.9 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.610084E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   179200/  200000 | consumed samples:      5734400 | elapsed time per iteration (ms): 345.8 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.508469E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration   179300/  200000 | consumed samples:      5737600 | elapsed time per iteration (ms): 368.2 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.313291E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   179400/  200000 | consumed samples:      5740800 | elapsed time per iteration (ms): 326.6 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.605550E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   179500/  200000 | consumed samples:      5744000 | elapsed time per iteration (ms): 360.4 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.503016E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   179600/  200000 | consumed samples:      5747200 | elapsed time per iteration (ms): 418.2 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.500532E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration   179700/  200000 | consumed samples:      5750400 | elapsed time per iteration (ms): 348.9 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.264547E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   179800/  200000 | consumed samples:      5753600 | elapsed time per iteration (ms): 354.1 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.466905E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   179900/  200000 | consumed samples:      5756800 | elapsed time per iteration (ms): 358.6 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.484032E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   180000/  200000 | consumed samples:      5760000 | elapsed time per iteration (ms): 391.8 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.346570E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   180100/  200000 | consumed samples:      5763200 | elapsed time per iteration (ms): 761.8 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.442183E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   180200/  200000 | consumed samples:      5766400 | elapsed time per iteration (ms): 336.0 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.497169E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   180300/  200000 | consumed samples:      5769600 | elapsed time per iteration (ms): 362.7 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.468993E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   180400/  200000 | consumed samples:      5772800 | elapsed time per iteration (ms): 336.6 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.746518E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   180500/  200000 | consumed samples:      5776000 | elapsed time per iteration (ms): 301.0 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.312614E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   180600/  200000 | consumed samples:      5779200 | elapsed time per iteration (ms): 329.8 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.670736E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   180700/  200000 | consumed samples:      5782400 | elapsed time per iteration (ms): 313.3 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.184369E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   180800/  200000 | consumed samples:      5785600 | elapsed time per iteration (ms): 290.1 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.432985E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   180900/  200000 | consumed samples:      5788800 | elapsed time per iteration (ms): 318.0 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.446888E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   181000/  200000 | consumed samples:      5792000 | elapsed time per iteration (ms): 303.0 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.320141E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   181100/  200000 | consumed samples:      5795200 | elapsed time per iteration (ms): 298.6 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.388344E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   181200/  200000 | consumed samples:      5798400 | elapsed time per iteration (ms): 297.3 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.381253E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   181300/  200000 | consumed samples:      5801600 | elapsed time per iteration (ms): 305.0 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.520635E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   181400/  200000 | consumed samples:      5804800 | elapsed time per iteration (ms): 302.4 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.280727E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   181500/  200000 | consumed samples:      5808000 | elapsed time per iteration (ms): 321.2 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.459840E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   181600/  200000 | consumed samples:      5811200 | elapsed time per iteration (ms): 301.8 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.348917E-06 | loss scale: 2147483648.0 | grad norm: 0.000 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration   181700/  200000 | consumed samples:      5814400 | elapsed time per iteration (ms): 296.0 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.269776E-06 | loss scale: 2147483648.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   181800/  200000 | consumed samples:      5817600 | elapsed time per iteration (ms): 294.0 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.401607E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration   181900/  200000 | consumed samples:      5820800 | elapsed time per iteration (ms): 288.8 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.464230E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   182000/  200000 | consumed samples:      5824000 | elapsed time per iteration (ms): 286.3 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.207329E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   182100/  200000 | consumed samples:      5827200 | elapsed time per iteration (ms): 319.9 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.168850E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   182200/  200000 | consumed samples:      5830400 | elapsed time per iteration (ms): 373.7 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.339250E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   182300/  200000 | consumed samples:      5833600 | elapsed time per iteration (ms): 516.5 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.333658E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   182400/  200000 | consumed samples:      5836800 | elapsed time per iteration (ms): 364.5 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.331002E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   182500/  200000 | consumed samples:      5840000 | elapsed time per iteration (ms): 380.3 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.468458E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   182600/  200000 | consumed samples:      5843200 | elapsed time per iteration (ms): 392.1 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.241957E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   182700/  200000 | consumed samples:      5846400 | elapsed time per iteration (ms): 383.5 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.348982E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   182800/  200000 | consumed samples:      5849600 | elapsed time per iteration (ms): 364.3 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.356428E-06 | loss scale: 2147483648.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   182900/  200000 | consumed samples:      5852800 | elapsed time per iteration (ms): 367.8 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.368828E-06 | loss scale: 2147483648.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   183000/  200000 | consumed samples:      5856000 | elapsed time per iteration (ms): 382.9 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.444997E-06 | loss scale: 2147483648.0 | grad norm: 0.000 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration   183100/  200000 | consumed samples:      5859200 | elapsed time per iteration (ms): 377.9 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.482486E-06 | loss scale: 2147483648.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   183200/  200000 | consumed samples:      5862400 | elapsed time per iteration (ms): 391.9 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.466182E-06 | loss scale: 2147483648.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   183300/  200000 | consumed samples:      5865600 | elapsed time per iteration (ms): 415.8 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.405895E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration   183400/  200000 | consumed samples:      5868800 | elapsed time per iteration (ms): 359.8 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.070343E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   183500/  200000 | consumed samples:      5872000 | elapsed time per iteration (ms): 359.3 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.412371E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   183600/  200000 | consumed samples:      5875200 | elapsed time per iteration (ms): 371.5 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.239820E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   183700/  200000 | consumed samples:      5878400 | elapsed time per iteration (ms): 344.5 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.247855E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   183800/  200000 | consumed samples:      5881600 | elapsed time per iteration (ms): 347.3 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.253652E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   183900/  200000 | consumed samples:      5884800 | elapsed time per iteration (ms): 360.9 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.198015E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   184000/  200000 | consumed samples:      5888000 | elapsed time per iteration (ms): 458.5 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.200153E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   184100/  200000 | consumed samples:      5891200 | elapsed time per iteration (ms): 345.0 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.099876E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   184200/  200000 | consumed samples:      5894400 | elapsed time per iteration (ms): 391.9 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.351316E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   184300/  200000 | consumed samples:      5897600 | elapsed time per iteration (ms): 382.7 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.094137E-06 | loss scale: 2147483648.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   184400/  200000 | consumed samples:      5900800 | elapsed time per iteration (ms): 373.1 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.277944E-06 | loss scale: 2147483648.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   184500/  200000 | consumed samples:      5904000 | elapsed time per iteration (ms): 371.2 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.269434E-06 | loss scale: 2147483648.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   184600/  200000 | consumed samples:      5907200 | elapsed time per iteration (ms): 424.3 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.205502E-06 | loss scale: 2147483648.0 | grad norm: 0.000 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration   184700/  200000 | consumed samples:      5910400 | elapsed time per iteration (ms): 346.2 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.143341E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration   184800/  200000 | consumed samples:      5913600 | elapsed time per iteration (ms): 397.2 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.432739E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   184900/  200000 | consumed samples:      5916800 | elapsed time per iteration (ms): 361.3 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.134091E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   185000/  200000 | consumed samples:      5920000 | elapsed time per iteration (ms): 378.4 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.078742E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   185100/  200000 | consumed samples:      5923200 | elapsed time per iteration (ms): 341.4 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.322685E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   185200/  200000 | consumed samples:      5926400 | elapsed time per iteration (ms): 379.2 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.300688E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   185300/  200000 | consumed samples:      5929600 | elapsed time per iteration (ms): 355.7 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.384541E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   185400/  200000 | consumed samples:      5932800 | elapsed time per iteration (ms): 379.9 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.215360E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   185500/  200000 | consumed samples:      5936000 | elapsed time per iteration (ms): 345.1 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.106217E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   185600/  200000 | consumed samples:      5939200 | elapsed time per iteration (ms): 346.2 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.309925E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   185700/  200000 | consumed samples:      5942400 | elapsed time per iteration (ms): 344.1 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.203543E-06 | loss scale: 2147483648.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   185800/  200000 | consumed samples:      5945600 | elapsed time per iteration (ms): 373.9 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.181173E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   2 | number of nan iterations:   0 |
 iteration   185900/  200000 | consumed samples:      5948800 | elapsed time per iteration (ms): 355.9 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.205039E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   186000/  200000 | consumed samples:      5952000 | elapsed time per iteration (ms): 353.2 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.342709E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   186100/  200000 | consumed samples:      5955200 | elapsed time per iteration (ms): 398.7 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.276797E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   186200/  200000 | consumed samples:      5958400 | elapsed time per iteration (ms): 362.3 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.181219E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   186300/  200000 | consumed samples:      5961600 | elapsed time per iteration (ms): 398.1 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.442829E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   186400/  200000 | consumed samples:      5964800 | elapsed time per iteration (ms): 303.9 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.315916E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   186500/  200000 | consumed samples:      5968000 | elapsed time per iteration (ms): 356.2 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.254319E-06 | loss scale: 1073741824.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   186600/  200000 | consumed samples:      5971200 | elapsed time per iteration (ms): 401.2 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.525681E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   1 | number of nan iterations:   0 |
 iteration   186700/  200000 | consumed samples:      5974400 | elapsed time per iteration (ms): 365.7 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.561693E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   186800/  200000 | consumed samples:      5977600 | elapsed time per iteration (ms): 426.5 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.603526E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   186900/  200000 | consumed samples:      5980800 | elapsed time per iteration (ms): 345.9 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.134864E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   187000/  200000 | consumed samples:      5984000 | elapsed time per iteration (ms): 362.2 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.391468E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   187100/  200000 | consumed samples:      5987200 | elapsed time per iteration (ms): 394.5 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.194539E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
 iteration   187200/  200000 | consumed samples:      5990400 | elapsed time per iteration (ms): 347.0 | learning rate: 1.000E-05 | global batch size:    32 | lm loss: 5.137912E-06 | loss scale: 536870912.0 | grad norm: 0.000 | number of skipped iterations:   0 | number of nan iterations:   0 |
